seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
20042,2006,3054,Derek Anderson,NA,SG,31,9,NBA,TOT,43,1047,0.356,17.9,0.558,0.125,0.059,0.109,0.264,0.442,0.402,0.579,0.278,0.394,0.35,0.299,0.382,0.875,0.007,2,0.291,0.385,0,0
20043,2006,3054,Derek Anderson,NA,SG,31,9,NBA,HOU,20,582,0.393,17.7,0.613,0.127,0.064,0.104,0.318,0.387,0.462,0.682,0.455,0.444,0.382,0.284,0.408,0.789,0.012,2,0.194,0.385,0,0
20044,2006,3054,Derek Anderson,NA,SG,31,9,NBA,MIA,23,465,0.308,18.2,0.485,0.123,0.054,0.115,0.192,0.515,0.302,0.438,0,0.333,0.28,0.313,0.316,0.952,0,0,0.388,0.385,0,0
20045,2006,2979,Derek Fisher,NA,PG,31,10,NBA,GSW,82,2589,0.41,16.9,0.667,0.145,0.095,0.08,0.347,0.333,0.417,0.496,0.333,0.352,0.422,0.397,0.364,0.838,0.001,0,0.305,0.4,0,0
20046,2006,3592,Deron Williams,NA,PG,21,1,NBA,UTA,80,2307,0.421,15,0.728,0.239,0.066,0.086,0.338,0.272,0.423,0.505,0.321,0.391,0.393,0.416,0.472,0.725,0.01,6,0.078,0.588,2,1
20047,2006,3593,Derrick Zimmerman,NA,PG,24,1,NBA,NJN,2,32,0.667,2.4,1,0.667,0.333,0,0,0,0.667,0.5,1,NA,NA,NA,1,NA,0,0,NA,NA,0,0
20048,2006,3243,Desmond Mason,NA,SF,28,6,NBA,NOK,70,2102,0.399,7,0.991,0.394,0.288,0.171,0.138,0.009,0.401,0.533,0.317,0.254,0.379,0.167,0.54,1,0.084,52,0.333,0.5,3,0
20049,2006,3183,Devean George,NA,SF,28,7,NBA,LAL,71,1542,0.4,16.4,0.624,0.202,0.054,0.075,0.292,0.376,0.453,0.488,0.565,0.438,0.411,0.313,0.608,0.94,0.042,14,0.444,0.394,1,0
20050,2006,3379,Devin Brown,NA,SG,27,4,NBA,UTA,81,1711,0.393,12.6,0.776,0.338,0.101,0.078,0.26,0.224,0.411,0.556,0.283,0.195,0.336,0.331,0.619,1,0.013,6,0.297,0.371,2,0
20051,2006,3594,Devin Green,NA,SG,23,1,NBA,LAL,27,135,0.214,9.8,0.929,0.321,0.179,0.25,0.179,0.071,0.231,0.444,0,0.143,0.2,0,0.833,NA,0.036,1,0.5,0,0,0
20052,2006,3517,Devin Harris,NA,PG,22,2,NBA,DAL,56,1275,0.469,7.9,0.948,0.521,0.094,0.141,0.193,0.052,0.482,0.573,0.263,0.439,0.372,0.238,0.378,0.6,0.022,8,0.095,0,4,0
20053,2006,3595,Dijon Thompson,NA,SG,22,1,NBA,PHO,10,43,0.44,15,0.56,0.28,0.04,0.04,0.2,0.44,0.5,0.571,0,0,0.6,0.364,0.429,0.75,0.04,1,0.273,0.333,0,0
20054,2006,2648,Dikembe Mutombo,NA,C,39,15,NBA,HOU,64,955,0.526,3,1,0.695,0.168,0.116,0.021,0,0.526,0.652,0.375,0.091,0,NA,0.62,NA,0.116,9,NA,NA,0,0
20055,2006,3116,Dirk Nowitzki,NA,PF,27,8,NBA,DAL,81,3089,0.48,14.4,0.827,0.158,0.099,0.263,0.307,0.173,0.496,0.591,0.419,0.491,0.475,0.406,0.438,0.909,0.017,23,0.063,0.588,5,0
20056,2006,3596,Donell Taylor,NA,SG,23,1,NBA,WAS,51,465,0.39,11.7,0.875,0.36,0.096,0.051,0.368,0.125,0.412,0.51,0.308,0.429,0.34,0.235,0.551,0.5,0.015,2,0.235,0.25,0,0
20057,2006,3518,Donta Smith,NA,SG,22,2,NBA,ATL,23,127,0.556,7.7,0.852,0.593,0.037,0.111,0.111,0.148,0.565,0.75,0,0.333,0,0.5,0.769,1,0.185,5,0.5,0.5,0,0
20058,2006,2853,Donyell Marshall,NA,PF,32,12,NBA,CLE,81,2077,0.395,16.3,0.411,0.264,0.061,0.034,0.052,0.589,0.496,0.599,0.366,0.217,0.314,0.324,0.664,0.984,0.055,32,0.577,0.338,1,0
20059,2006,3519,Dorell Wright,NA,SF,20,2,NBA,MIA,20,132,0.465,14.6,0.86,0.186,0.116,0.093,0.465,0.14,0.459,0.75,0.4,0,0.45,0.5,0.588,1,0.047,2,0.167,1,0,0
20060,2006,2712,Doug Christie,NA,SG,35,14,NBA,DAL,7,185,0.346,13.8,0.962,0.192,0.115,0.154,0.5,0.038,0.36,0.4,0,0.25,0.462,0,1,NA,0,0,1,0,0,0
20061,2006,3380,Drew Gooden,NA,PF,24,4,NBA,CLE,79,2174,0.512,6.2,0.995,0.492,0.233,0.155,0.115,0.005,0.513,0.611,0.382,0.446,0.453,0.333,0.583,1,0.118,70,0.667,0.5,0,0
20062,2006,3597,Dwayne Jones,NA,PF,22,1,NBA,BOS,14,87,0.4,2.3,1,0.7,0.3,0,0,0,0.4,0.571,0,NA,NA,NA,0.5,NA,0.3,3,NA,NA,0,0
20063,2006,3520,Dwight Howard,NA,PF,20,2,NBA,ORL,82,3021,0.531,3.3,0.998,0.613,0.294,0.068,0.023,0.002,0.532,0.643,0.402,0.217,0.2,0,0.53,NA,0.269,214,0,NA,1,0
20064,2006,3445,Dwyane Wade,NA,SG,24,3,NBA,MIA,75,2892,0.495,9.9,0.946,0.386,0.142,0.132,0.287,0.054,0.513,0.661,0.485,0.366,0.397,0.171,0.334,0.692,0.115,152,0.237,0.167,10,0
20065,2006,3598,Earl Barron,NA,C,24,1,NBA,MIA,8,45,0.313,9.7,1,0.188,0.25,0.375,0.188,0,0.313,0,0.5,0.333,0.333,NA,0.8,NA,0,0,NA,NA,0,0
20066,2006,3117,Earl Boykins,NA,PG,29,8,NBA,DEN,60,1542,0.41,15.8,0.729,0.144,0.082,0.16,0.343,0.271,0.434,0.568,0.5,0.396,0.379,0.346,0.311,0.71,0,0,0.168,0.233,0,0
20067,2006,3311,Earl Watson,NA,PG,26,5,NBA,TOT,70,1578,0.43,17,0.466,0.206,0.092,0.057,0.11,0.534,0.46,0.543,0.404,0.552,0.304,0.404,0.284,0.918,0.008,2,0.199,0.463,2,0
20068,2006,3311,Earl Watson,NA,PG,26,5,NBA,DEN,46,975,0.429,17.9,0.39,0.227,0.05,0.021,0.092,0.61,0.482,0.547,0.5,0.667,0.269,0.395,0.453,0.941,0.011,2,0.262,0.444,2,0
20069,2006,3311,Earl Watson,NA,PG,26,5,NBA,SEA,24,603,0.432,16,0.559,0.181,0.145,0.101,0.132,0.441,0.441,0.537,0.364,0.522,0.333,0.42,0.125,0.881,0.004,0,0.09,0.556,0,0
20070,2006,3599,Eddie Basden,NA,SF,22,1,NBA,CHI,19,141,0.405,8.6,0.811,0.541,0.108,0.027,0.135,0.189,0.467,0.6,0,0,0.4,0.143,0.714,1,0,0,0.429,0.333,0,0
20071,2006,3246,Eddie Gill,NA,PG,27,5,NBA,IND,41,122,0.222,18.7,0.489,0.222,0.022,0.022,0.222,0.511,0.136,0.1,0,0,0.2,0.304,0,0.571,0,0,0.304,0.429,1,0
20072,2006,3312,Eddie Griffin,NA,C,23,4,NBA,MIN,70,1359,0.351,12.6,0.778,0.303,0.108,0.132,0.235,0.222,0.396,0.598,0.4,0.204,0.241,0.195,0.561,1,0.065,23,0.183,0.333,0,0
20073,2006,3247,Eddie House,NA,PG,27,6,NBA,PHO,81,1421,0.422,20,0.584,0.075,0.026,0.037,0.445,0.416,0.445,0.491,0.2,0.393,0.456,0.389,0.609,0.886,0,0,0.237,0.373,2,0
20074,2006,2855,Eddie Jones,NA,SG,34,12,NBA,MEM,75,2437,0.404,16.5,0.482,0.216,0.072,0.065,0.129,0.518,0.457,0.59,0.365,0.319,0.355,0.356,0.597,0.94,0.022,13,0.388,0.338,1,0
20075,2006,3313,Eddy Curry,NA,C,23,5,NBA,NYK,72,1865,0.563,2,1,0.709,0.273,0.017,0.002,0,0.563,0.652,0.331,0.6,0,NA,0.688,NA,0.246,131,NA,NA,0,0
20076,2006,3248,Eduardo Nájera,NA,PF,29,6,NBA,DEN,64,1449,0.422,7.3,0.96,0.555,0.09,0.066,0.249,0.04,0.426,0.539,0.185,0.2,0.32,0.333,0.772,1,0.073,15,0.5,0.167,0,0
20077,2006,3186,Elton Brand,NA,PF,26,7,NBA,LAC,79,3099,0.527,9.4,0.998,0.245,0.242,0.346,0.166,0.002,0.527,0.65,0.527,0.494,0.416,0.333,0.595,1,0.042,56,0,NA,0,0
20078,2006,3521,Emeka Okafor,NA,PF,23,2,NBA,CHA,26,874,0.415,7.1,1,0.392,0.263,0.212,0.133,0,0.415,0.621,0.337,0.299,0.143,NA,0.664,NA,0.089,27,NA,NA,0,0
20079,2006,2860,Eric Piatkowski,NA,SG,35,12,NBA,CHI,29,228,0.393,18.2,0.459,0.197,0.016,0.033,0.213,0.541,0.536,0.667,0,0,0.538,0.273,0.8,1,0,0,0.455,0.2,0,0
20080,2006,2919,Eric Snow,NA,PG,32,11,NBA,CLE,82,2351,0.409,12.2,0.975,0.263,0.068,0.238,0.406,0.025,0.416,0.495,0.222,0.411,0.401,0.1,0.673,1,0,0,0.2,0.5,1,0
20081,2006,2920,Eric Williams,NA,SF,33,11,NBA,TOR,28,352,0.387,13.1,0.76,0.187,0.227,0.147,0.2,0.24,0.421,0.429,0.471,0.182,0.533,0.278,0.417,0.8,0.013,1,0.556,0.1,0,0
20082,2006,2984,Erick Dampier,NA,C,30,10,NBA,DAL,82,1934,0.493,1.7,1,0.752,0.228,0.017,0.003,0,0.493,0.521,0.43,0.167,0,NA,0.468,NA,0.176,48,NA,NA,0,0
20083,2006,2791,Ervin Johnson,NA,C,38,13,NBA,MIL,18,81,0.412,4.5,1,0.471,0.294,0.176,0.059,0,0.412,0.5,0.2,0.333,1,NA,0.857,NA,0,0,NA,NA,0,0
20084,2006,3600,Esteban Batista,NA,PF,22,1,NBA,ATL,57,495,0.425,1.3,0.988,0.85,0.125,0.013,0,0.013,0.43,0.471,0.2,0,NA,0,0.441,NA,0.05,4,0,NA,0,0
20085,2006,3315,Etan Thomas,NA,C,27,5,NBA,WAS,71,1121,0.533,3.2,1,0.573,0.354,0.065,0.008,0,0.533,0.681,0.333,0.313,0.5,NA,0.473,NA,0.199,48,NA,NA,0,0
20086,2006,3601,Fabricio Oberto,NA,C,30,1,NBA,SAS,59,490,0.473,6.7,0.978,0.495,0.183,0.247,0.054,0.022,0.484,0.674,0.294,0.261,0.4,0,0.591,NA,0.022,2,0,NA,1,0
20087,2006,3446,Francisco Elson,NA,C,29,3,NBA,DEN,72,1579,0.532,10,0.982,0.394,0.074,0.123,0.391,0.018,0.538,0.679,0.476,0.343,0.468,0.2,0.8,0,0.197,49,0.6,0.333,0,0
20088,2006,3602,Francisco García,NA,SF,24,1,NBA,SAC,67,1301,0.4,15.7,0.578,0.268,0.049,0.031,0.231,0.422,0.484,0.609,0.563,0.4,0.333,0.285,0.56,0.872,0.018,5,0.336,0.283,0,0
20089,2006,3383,Fred Jones,NA,SG,26,4,NBA,IND,68,1837,0.417,15.5,0.665,0.211,0.088,0.118,0.249,0.335,0.457,0.653,0.388,0.318,0.381,0.337,0.294,0.81,0.041,21,0.241,0.311,0,0
20090,2006,2585,Gary Payton,NA,PG,37,16,NBA,MIA,81,2305,0.42,14.3,0.58,0.28,0.104,0.077,0.119,0.42,0.517,0.641,0.368,0.286,0.508,0.287,0.409,1,0,0,0.4,0.38,1,0
20091,2006,3603,Gerald Fitch,NA,PG,23,1,NBA,MIA,18,239,0.337,15.5,0.708,0.18,0.157,0.056,0.315,0.292,0.365,0.375,0.5,0.6,0.25,0.269,0.304,0.857,0,0,0.192,0.2,2,1
20092,2006,3604,Gerald Green,NA,SG,20,1,NBA,BOS,32,374,0.478,13.3,0.855,0.225,0.138,0.145,0.348,0.145,0.508,0.581,0.526,0.55,0.438,0.3,0.533,0.667,0.116,13,0.4,0.25,1,1
20093,2006,3316,Gerald Wallace,NA,SF,23,5,NBA,CHA,55,1895,0.538,5.3,0.915,0.701,0.059,0.041,0.114,0.085,0.562,0.632,0.314,0.292,0.358,0.28,0.512,1,0.168,91,0.46,0.348,0,0
20094,2006,3317,Gilbert Arenas,NA,PG,24,5,NBA,WAS,80,3384,0.447,15.3,0.676,0.231,0.079,0.1,0.266,0.324,0.485,0.637,0.318,0.407,0.431,0.369,0.282,0.603,0.016,24,0.102,0.345,2,0
20095,2006,3384,Gordan Giriček,NA,SG,28,4,NBA,UTA,37,956,0.433,15.6,0.846,0.204,0.037,0.086,0.52,0.154,0.457,0.641,0.429,0.424,0.392,0.305,0.743,0.889,0.013,4,0.271,0.313,0,0
20096,2006,2863,Grant Hill,NA,SF,33,11,NBA,ORL,21,613,0.49,10.5,0.967,0.325,0.074,0.313,0.255,0.033,0.498,0.658,0.333,0.434,0.419,0.25,0.333,0.5,0.033,8,0.5,0.25,0,0
20097,2006,3188,Greg Buckner,NA,SG,29,7,NBA,DEN,73,1758,0.434,16.8,0.417,0.24,0.05,0.026,0.101,0.583,0.546,0.66,0.524,0.182,0.381,0.354,0.726,0.988,0.007,3,0.374,0.286,0,0
20098,2006,2925,Greg Ostertag,NA,C,32,11,NBA,UTA,60,807,0.492,3.3,1,0.726,0.105,0.081,0.089,0,0.492,0.567,0.308,0.3,0.273,NA,0.607,NA,0.137,15,NA,NA,0,0
20099,2006,3524,Ha Seung-Jin,NA,C,20,2,NBA,POR,27,212,0.581,1.6,1,0.806,0.194,0,0,0,0.581,0.68,0.167,NA,NA,NA,0.611,NA,0.387,10,NA,NA,0,0
20100,2006,3605,Hakim Warrick,NA,PF,23,1,NBA,MEM,68,724,0.443,5,1,0.518,0.25,0.158,0.075,0,0.443,0.568,0.404,0.167,0.294,NA,0.604,NA,0.189,38,NA,NA,0,0
20101,2006,3252,Hedo Türkoğlu,NA,SF,26,6,NBA,ORL,78,2615,0.454,15.2,0.677,0.23,0.075,0.139,0.233,0.323,0.478,0.55,0.348,0.443,0.471,0.403,0.38,0.921,0.024,19,0.17,0.542,3,0
20102,2006,2865,Howard Eisley,NA,PG,33,12,NBA,TOT,32,394,0.33,18.6,0.592,0.117,0.068,0.049,0.359,0.408,0.344,0.417,0.286,0.2,0.351,0.31,0.143,0.462,0,0,0.167,0.571,1,0
20103,2006,2865,Howard Eisley,NA,PG,33,12,NBA,LAC,13,112,0.235,15.9,0.765,0.118,0.118,0.118,0.412,0.235,0.231,0,0.5,0.5,0.143,0.25,0,0,0,0,0.25,0,0,0
20104,2006,2865,Howard Eisley,NA,PG,33,12,NBA,DEN,19,282,0.349,19.2,0.558,0.116,0.058,0.035,0.349,0.442,0.375,0.5,0.2,0,0.4,0.316,0.167,0.5,0,0,0.158,0.667,1,0
20105,2006,3606,Ike Diogu,NA,PF,22,1,NBA,GSW,69,1031,0.524,5.8,1,0.446,0.32,0.123,0.111,0,0.524,0.705,0.355,0.341,0.486,NA,0.686,NA,0.135,43,NA,NA,0,0
20106,2006,3448,Ime Udoka,NA,SF,28,2,NBA,NYK,8,114,0.375,13.8,0.875,0.292,0,0.125,0.458,0.125,0.381,0.571,NA,0.333,0.273,0.333,0.5,1,0,0,0.667,0.5,0,0
20107,2006,3253,Ira Newble,NA,SG,31,6,NBA,CLE,36,353,0.298,13.2,0.772,0.333,0.088,0.105,0.246,0.228,0.318,0.526,0.4,0.167,0.071,0.231,0.571,1,0.053,2,0.615,0.125,1,0
20108,2006,3527,J.R. Smith,NA,SG,20,2,NBA,NOK,55,989,0.393,15.7,0.617,0.265,0.041,0.055,0.257,0.383,0.407,0.515,0.2,0.25,0.362,0.371,0.598,0.904,0.087,22,0.114,0.625,0,0
20109,2006,3528,Jackie Butler,NA,C,20,2,NBA,NYK,55,740,0.544,4,1,0.516,0.381,0.065,0.037,0,0.544,0.604,0.512,0.429,0.25,NA,0.564,NA,0.037,8,NA,NA,0,0
20110,2006,3529,Jackson Vroman,NA,PF,24,2,NBA,NOK,41,406,0.394,3.2,1,0.712,0.167,0.061,0.061,0,0.394,0.489,0.273,0,0,NA,0.577,NA,0.152,9,NA,NA,0,0
20111,2006,3063,Jacque Vaughn,NA,SG,30,9,NBA,NJN,80,1234,0.437,13.1,0.976,0.265,0.041,0.078,0.592,0.024,0.444,0.662,0.4,0.105,0.393,0.167,0.613,1,0,0,0.5,0,0,0
20112,2006,3255,Jake Tsakalidis,NA,C,26,6,NBA,MEM,51,732,0.606,3.2,1,0.679,0.194,0.061,0.067,0,0.606,0.679,0.438,0.4,0.545,NA,0.65,NA,0.17,21,NA,NA,0,0
20113,2006,3256,Jake Voskuhl,NA,C,28,6,NBA,CHA,51,818,0.437,12.5,0.989,0.226,0.073,0.218,0.471,0.011,0.438,0.644,0.263,0.386,0.39,0.333,0.779,1,0.042,9,0.333,1,1,0
20114,2006,2867,Jalen Rose,NA,SF-SG,33,12,NBA,TOT,72,1983,0.423,13.8,0.749,0.193,0.145,0.194,0.218,0.251,0.45,0.523,0.485,0.368,0.436,0.343,0.381,0.915,0.009,6,0.61,0.4,1,0
20115,2006,2867,Jalen Rose,NA,SF,33,12,NBA,TOR,46,1236,0.404,14.2,0.742,0.17,0.152,0.202,0.217,0.258,0.45,0.526,0.515,0.356,0.433,0.27,0.362,0.968,0.011,5,0.617,0.352,1,0
20116,2006,2867,Jalen Rose,NA,SG,33,12,NBA,NYK,26,747,0.46,13,0.762,0.234,0.13,0.18,0.218,0.238,0.451,0.518,0.419,0.395,0.442,0.491,0.415,0.857,0.004,1,0.596,0.5,0,0
20117,2006,3257,Jamaal Magloire,NA,C,27,6,NBA,MIL,82,2465,0.467,4,1,0.48,0.421,0.062,0.037,0,0.467,0.6,0.375,0.132,0.348,NA,0.62,NA,0.107,64,NA,NA,0,0
20118,2006,3319,Jamaal Tinsley,NA,PG,27,5,NBA,IND,42,1122,0.409,12.1,0.819,0.246,0.215,0.166,0.192,0.181,0.449,0.505,0.518,0.359,0.378,0.229,0.225,0.75,0,0,0.214,0.2,1,0
20119,2006,3258,Jamal Crawford,NA,SG,25,6,NBA,NYK,79,2555,0.416,15.2,0.667,0.2,0.126,0.121,0.22,0.333,0.452,0.517,0.459,0.415,0.409,0.345,0.223,0.861,0.009,7,0.341,0.4,4,0
20120,2006,3388,Jamal Sampson,NA,PF,22,4,NBA,SAC,12,39,0.714,4.6,1,0.429,0.571,0,0,0,0.714,1,0.5,NA,NA,NA,0.2,NA,0.143,1,NA,NA,0,0
20121,2006,3530,Jameer Nelson,NA,PG,23,2,NBA,ORL,62,1784,0.483,14.2,0.771,0.296,0.042,0.086,0.346,0.229,0.5,0.61,0.333,0.29,0.478,0.424,0.206,0.829,0.003,1,0.194,0.406,3,0
20122,2006,3449,James Jones,NA,SF,25,3,NBA,PHO,75,1772,0.418,20.4,0.509,0.071,0.022,0.062,0.355,0.491,0.449,0.537,0.308,0.556,0.422,0.386,0.752,0.973,0.015,9,0.295,0.488,0,0
20123,2006,3192,James Posey,NA,SF,29,7,NBA,MIA,67,1914,0.403,19.7,0.266,0.147,0.028,0.028,0.063,0.734,0.4,0.586,0.273,0.091,0.16,0.403,0.5,0.983,0.023,8,0.4,0.448,0,0
20124,2006,3607,James Singleton,NA,SF,24,1,NBA,LAC,59,753,0.51,9.8,0.868,0.411,0.152,0.066,0.238,0.132,0.511,0.71,0.217,0.2,0.444,0.5,0.582,0.8,0.146,19,0.55,0.545,0,0
20125,2006,3531,James Thomas,NA,PF,25,2,NBA,TOT,22,150,0.526,0.7,1,0.895,0.105,0,0,0,0.526,0.529,0.5,NA,NA,NA,0.8,NA,0.053,1,NA,NA,0,0
20126,2006,3531,James Thomas,NA,PF,25,2,NBA,PHI,15,124,0.538,0.5,1,0.923,0.077,0,0,0,0.538,0.5,1,NA,NA,NA,0.857,NA,0,0,NA,NA,0,0
20127,2006,3531,James Thomas,NA,PF,25,2,NBA,CHI,7,26,0.5,1.2,1,0.833,0.167,0,0,0,0.5,0.6,0,NA,NA,NA,0.667,NA,0.167,1,NA,NA,0,0
20128,2006,3389,Jannero Pargo,NA,PG,26,4,NBA,CHI,57,646,0.373,19.4,0.647,0.065,0.021,0.14,0.421,0.353,0.37,0.368,0.333,0.317,0.39,0.379,0.429,0.718,0,0,0.32,0.455,2,0
20129,2006,3390,Jared Jeffries,NA,PF,24,4,NBA,WAS,77,1951,0.451,8.6,0.88,0.482,0.166,0.051,0.181,0.12,0.468,0.605,0.319,0.286,0.293,0.32,0.497,1,0.12,48,0.28,0.357,1,0
20130,2006,3608,Jarrett Jack,NA,SG,22,1,NBA,POR,79,1599,0.442,13.3,0.822,0.25,0.129,0.121,0.322,0.178,0.48,0.579,0.473,0.423,0.428,0.263,0.254,1,0.002,1,0.329,0.28,1,0
20131,2006,3321,Jarron Collins,NA,C,27,5,NBA,UTA,79,1730,0.461,8,1,0.464,0.075,0.232,0.229,0,0.461,0.608,0.238,0.354,0.344,NA,0.628,NA,0.004,1,NA,NA,0,0
20132,2006,3450,Jarvis Hayes,NA,SG,24,3,NBA,WAS,21,516,0.421,15.3,0.743,0.169,0.115,0.142,0.317,0.257,0.441,0.548,0.286,0.538,0.397,0.362,0.65,1,0.027,4,0.277,0.231,0,0
20133,2006,3322,Jason Collins,NA,C,27,5,NBA,NJN,71,1895,0.397,13.1,0.954,0.275,0.05,0.13,0.5,0.046,0.404,0.444,0.077,0.382,0.42,0.25,0.911,1,0.031,8,0.333,0.5,2,0
20134,2006,3261,Jason Hart,NA,PG,27,5,NBA,SAC,66,818,0.389,15.4,0.86,0.172,0.086,0.054,0.548,0.14,0.405,0.553,0.211,0.333,0.397,0.29,0.571,0.778,0,0,0.355,0.273,0,0
20135,2006,3451,Jason Kapono,NA,SF,24,3,NBA,MIA,51,665,0.446,17.3,0.701,0.113,0.068,0.102,0.418,0.299,0.468,0.7,0.167,0.5,0.446,0.396,0.655,1,0,0,0.415,0.455,0,0
20136,2006,2870,Jason Kidd,NA,PG,32,12,NBA,NJN,80,2975,0.404,17.3,0.564,0.188,0.055,0.08,0.241,0.436,0.445,0.524,0.3,0.431,0.422,0.352,0.379,0.921,0,0,0.225,0.404,4,0
20137,2006,3609,Jason Maxiell,NA,PF,22,1,NBA,DET,26,159,0.426,9,1,0.389,0.056,0.352,0.204,0,0.426,0.619,0,0.421,0.182,NA,0.652,NA,0.167,8,NA,NA,0,0
20138,2006,3323,Jason Richardson,NA,SG,25,5,NBA,GSW,75,2877,0.446,14.1,0.668,0.254,0.134,0.089,0.191,0.332,0.477,0.668,0.342,0.336,0.382,0.384,0.467,0.77,0.059,78,0.233,0.432,2,0
20139,2006,3194,Jason Terry,NA,PG,28,7,NBA,DAL,80,2798,0.47,16.3,0.621,0.154,0.086,0.151,0.231,0.379,0.505,0.592,0.394,0.452,0.524,0.411,0.339,0.842,0.005,5,0.248,0.476,4,0
20140,2006,3123,Jason Williams,NA,PG,30,8,NBA,MIA,59,1874,0.442,16,0.525,0.277,0.05,0.043,0.155,0.475,0.506,0.571,0.433,0.538,0.404,0.372,0.149,0.766,0,0,0.205,0.441,2,0
20141,2006,3195,Jeff Foster,NA,C,29,7,NBA,IND,63,1581,0.552,2.3,0.984,0.872,0.072,0.02,0.02,0.016,0.561,0.601,0.222,0.2,0.4,0,0.667,NA,0.12,28,0,NA,0,0
20142,2006,2992,Jeff McInnis,NA,SG,31,9,NBA,NJN,28,486,0.441,12.8,0.888,0.168,0.238,0.21,0.273,0.112,0.472,0.583,0.471,0.333,0.513,0.188,0.433,1,0,0,0.188,0,1,0
20143,2006,3196,Jermaine Jackson,NA,PG,29,5,NBA,MIL,30,202,0.423,11.6,0.846,0.346,0.115,0.269,0.115,0.154,0.455,0.333,0.667,0.429,0.667,0.25,0.7,0,0,0,0.25,1,0,0
20144,2006,2993,Jermaine O'Neal,NA,PF,27,10,NBA,IND,51,1802,0.472,8.7,0.988,0.287,0.277,0.267,0.157,0.012,0.474,0.654,0.439,0.381,0.365,0.3,0.647,0.667,0.087,66,0.4,0.5,0,0
20145,2006,3126,Jerome James,NA,C,30,6,NBA,NYK,45,406,0.463,5.4,1,0.388,0.397,0.174,0.041,0,0.463,0.681,0.396,0.19,0.2,NA,0.518,NA,0.174,18,NA,NA,0,0
20146,2006,2930,Jerry Stackhouse,NA,SG,31,11,NBA,DAL,55,1525,0.401,14.2,0.784,0.194,0.09,0.221,0.28,0.216,0.436,0.53,0.407,0.383,0.42,0.277,0.383,1,0.032,17,0.477,0.323,1,0
20147,2006,2722,Jim Jackson,NA,SF,35,14,NBA,TOT,40,512,0.294,19.8,0.538,0.081,0.05,0.069,0.338,0.463,0.337,0.538,0.25,0.455,0.278,0.243,0.552,0.833,0,0,0.351,0.269,0,0
20148,2006,2722,Jim Jackson,NA,SF,35,14,NBA,PHO,27,420,0.295,20,0.512,0.085,0.039,0.07,0.318,0.488,0.364,0.545,0,0.556,0.317,0.222,0.542,0.786,0,0,0.349,0.273,0,0
20149,2006,2722,Jim Jackson,NA,SF,35,14,NBA,LAL,13,92,0.29,18.9,0.645,0.065,0.097,0.065,0.419,0.355,0.25,0.5,0.667,0,0.154,0.364,0.6,1,0,0,0.364,0.25,0,0
20150,2006,3392,Jiří Welsch,NA,SF,26,4,NBA,MIL,58,866,0.387,13.9,0.779,0.275,0.063,0.126,0.315,0.221,0.416,0.59,0.286,0.321,0.329,0.286,0.597,0.929,0.014,3,0.286,0.286,0,0
20151,2006,3327,Joe Johnson,NA,SG,24,5,NBA,ATL,82,3340,0.453,13.7,0.742,0.186,0.213,0.132,0.211,0.258,0.487,0.618,0.495,0.418,0.407,0.356,0.308,0.844,0.007,10,0.314,0.46,4,0
20152,2006,2932,Joe Smith,NA,PF,30,11,NBA,MIL,44,887,0.475,9.8,0.993,0.292,0.184,0.226,0.292,0.007,0.479,0.607,0.464,0.42,0.404,0,0.793,NA,0.033,9,0.5,0,0,0
20153,2006,3262,Joel Przybilla,NA,C,26,6,NBA,POR,56,1395,0.548,2.4,1,0.711,0.218,0.063,0.008,0,0.548,0.653,0.327,0.133,0.5,NA,0.672,NA,0.272,56,NA,NA,0,0
20154,2006,3610,Joey Graham,NA,SF,23,1,NBA,TOR,80,1581,0.478,11.9,0.79,0.283,0.164,0.145,0.198,0.21,0.517,0.641,0.559,0.467,0.341,0.333,0.621,0.966,0.065,24,0.517,0.378,1,0
20155,2006,3611,Johan Petro,NA,C,20,1,NBA,SEA,68,1282,0.51,4.9,1,0.46,0.347,0.167,0.027,0,0.51,0.601,0.433,0.44,0.375,NA,0.673,NA,0.163,40,NA,NA,0,0
20156,2006,3533,John Edwards,NA,C,24,2,NBA,ATL,40,296,0.484,7.5,1,0.406,0.172,0.25,0.172,0,0.484,0.615,0.091,0.688,0.273,NA,0.806,NA,0.094,6,NA,NA,0,0
20157,2006,3612,John Lucas III,NA,PG,23,1,NBA,HOU,13,107,0.389,14.7,0.75,0.167,0.222,0.083,0.278,0.25,0.444,0.667,0.5,0.333,0.3,0.222,0.25,1,0,0,0.222,0.5,0,0
20158,2006,3393,John Salmons,NA,SG,26,4,NBA,PHI,82,2059,0.42,10.3,0.833,0.353,0.159,0.184,0.136,0.167,0.445,0.516,0.422,0.417,0.324,0.299,0.342,0.962,0.029,15,0.322,0.214,0,0
